id,sourceSheet,system,type,materialA,materialB,facet,supercell,strain,adsorbate,site,method,finalEnergy,finalEnergyValue,energyType,calculatedEnergy,relativeEnergy,formula,trend,conclusion,reference,notes,poscarFile
"Co on pt111-42","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.288082 eV",-624.28808229,"Formation / interface energy TBD","","207.202802 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 42; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co0_15/NEB/02","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-43","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.262131 eV",-624.26213077,"Formation / interface energy TBD","","207.228753 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 43; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co0_15/NEB/05","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-44","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.242763 eV",-624.24276333,"Formation / interface energy TBD","","207.248121 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 44; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-45","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.242763 eV",-624.24276333,"Formation / interface energy TBD","","207.248121 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 45; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/00","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-46","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.230849 eV",-624.23084941,"Formation / interface energy TBD","","207.260035 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 46; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/01","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-47","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.189062 eV",-624.18906215,"Formation / interface energy TBD","","207.301822 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 47; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co0_15","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-48","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.189062 eV",-624.18906215,"Formation / interface energy TBD","","207.301822 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 48; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co0_15/NEB/00","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-49","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.168157 eV",-624.16815685,"Formation / interface energy TBD","","207.322727 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 49; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/05","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-50","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.157785 eV",-624.15778473,"Formation / interface energy TBD","","207.333099 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 50; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co0_15/NEB/09","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-51","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.157785 eV",-624.15778473,"Formation / interface energy TBD","","207.333099 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 51; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co0_15/OH_H","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-52","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.141453 eV",-624.14145293,"Formation / interface energy TBD","","207.349431 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 52; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/06","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-53","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.115099 eV",-624.11509855,"Formation / interface energy TBD","","207.375785 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 53; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/02","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-54","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.106555 eV",-624.10655547,"Formation / interface energy TBD","","207.384328 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 54; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/09","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-55","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.106555 eV",-624.10655547,"Formation / interface energy TBD","","207.384328 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 55; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/OH_H","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-56","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.104337 eV",-624.10433716,"Formation / interface energy TBD","","207.386547 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 56; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/08","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-57","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.067916 eV",-624.06791585,"Formation / interface energy TBD","","207.422968 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 57; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/04","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-58","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-624.057314 eV",-624.05731378,"Formation / interface energy TBD","","207.433570 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 58; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/07","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-59","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-623.848583 eV",-623.84858279,"Formation / interface energy TBD","","207.642301 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 59; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/2H2O_ad/Co14_15/NEB/03","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-60","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-609.722629 eV",-609.72262948,"Formation / interface energy TBD","","221.768254 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 60; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/H2O_ad/Co0","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-61","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-609.706543 eV",-609.70654321,"Formation / interface energy TBD","","221.784341 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 61; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/H2O_ad/Co14","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-62","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-609.640551 eV",-609.64055122,"Formation / interface energy TBD","","221.850333 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 62; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/H2O_ad/Co1","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-63","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-609.617004 eV",-609.61700448,"Formation / interface energy TBD","","221.873879 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 63; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/H2O_ad/Co15","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-64","Co on pt111","CoO2H2_4x4_on_Pt111_root19","Metal/oxide/hydroxide interface","CoO2H2","Pt","Pt(111)","CoO2H2_4x4_on_Pt111_root19","TBD","CoO2H2 on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-606.489027 eV",-606.48902686,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 64; original path: Co_on_Pt111/CoO2H2_4x4_on_Pt111_root19/vdW-DF/FM/U3.0","poscars/CoO2H2_4x4_on_Pt111_root19.POSCAR"
"Co on pt111-65","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-605.921350 eV",-605.9213496,"Formation / interface energy TBD","","225.569534 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 65; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB5/OH_ad/Co3","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-66","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-605.814910 eV",-605.81490993,"Formation / interface energy TBD","","225.675974 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 66; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB5/OH_ad/Co4","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-67","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-605.784401 eV",-605.78440074,"Formation / interface energy TBD","","225.706483 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 67; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB5/OH_ad/Co5","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-68","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-605.752511 eV",-605.75251145,"Formation / interface energy TBD","","225.738373 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 68; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB5/OH_ad/Co2","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
"Co on pt111-69","Co on pt111","CoOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","CoOH","Pt","Pt(111)","CoOH_root13_on_Pt111_4x4","TBD","CoOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-605.617365 eV",-605.61736508,"Formation / interface energy TBD","","225.873519 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Co on pt111","Imported from Excel row 69; original path: Co_on_Pt111/CoOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.0/PREC_Accurate/p8x4/TPB1/OH_ad/Co0","poscars/CoOH_root13_on_Pt111_4x4.POSCAR"
